# seg	start	stop	duration
833	1386553516	1386553519	3.0
834	1386553527	1386553530	3.0
835	1386553538	1386553541	3.0
836	1386553549	1386553552	3.0
837	1386553559	1386553563	4.0
838	1386553570	1386553574	4.0
839	1386553581	1386553585	4.0
840	1386553592	1386553595	3.0
841	1386553603	1386553606	3.0
842	1386553614	1386553617	3.0
843	1386553625	1386553628	3.0
844	1386553635	1386553639	4.0
845	1386553646	1386553650	4.0
846	1386553657	1386553660	3.0
847	1386553668	1386553671	3.0
848	1386553679	1386553682	3.0
849	1386553690	1386553693	3.0
850	1386553700	1386553704	4.0
851	1386553716	1386553774	58.0
852	1386553779	1386553824	45.0
853	1386553829	1386559972	6143.0
854	1386563258	1386568142	4884.0
855	1386573515	1386578477	4962.0
856	1386581625	1386601693	20068.0
857	1386608265	1386611816	3551.0
858	1386611821	1386612284	463.0
859	1386617082	1386619741	2659.0
860	1386633901	1386655450	21549.0
861	1386661394	1386662609	1215.0
862	1386684644	1386688969	4325.0
863	1386699072	1386702522	3450.0
864	1386705587	1386705912	325.0
865	1386711540	1386711975	435.0
866	1386711980	1386718120	6140.0
867	1386722371	1386759045	36674.0
868	1386762614	1386789167	26553.0
869	1386791591	1386791953	362.0
870	1386797147	1386820755	23608.0
871	1386824770	1386826185	1415.0
872	1386828385	1386829893	1508.0
873	1386875765	1386890731	14966.0
874	1386902687	1386913195	10508.0
875	1387062384	1387063524	1140.0
876	1387066443	1387069058	2615.0
877	1387078563	1387110453	31890.0
878	1387122875	1387130428	7553.0
879	1387156120	1387169065	12945.0
880	1387172485	1387178091	5606.0
881	1387178248	1387189833	11585.0
882	1387196187	1387197814	1627.0
883	1387200872	1387206250	5378.0
884	1387221631	1387229604	7973.0
885	1387251529	1387273546	22017.0
886	1387282587	1387305598	23011.0
887	1387311423	1387319324	7901.0
888	1387319431	1387386499	67068.0
889	1387388952	1387391468	2516.0
890	1387400353	1387413514	13161.0
891	1387417818	1387422236	4418.0
892	1387427187	1387442074	14887.0
893	1387452511	1387466152	13641.0
894	1387492601	1387496591	3990.0
895	1387560815	1387568085	7270.0
896	1387570892	1387611745	40853.0
897	1387618503	1387639341	20838.0
898	1387640435	1387640718	283.0
899	1387644720	1387646561	1841.0
900	1387646682	1387711986	65304.0
901	1387774189	1387790782	16593.0
902	1387859277	1387898454	39177.0
903	1387898743	1387905094	6351.0
904	1387913112	1387962170	49058.0
905	1387976336	1387976916	580.0
906	1387986886	1387987300	414.0
907	1387989528	1387992305	2777.0
908	1388005411	1388043797	38386.0
909	1388049936	1388050570	634.0
910	1388054656	1388066244	11588.0
911	1388072574	1388072686	112.0
912	1388075505	1388106406	30901.0
913	1388110687	1388128924	18237.0
914	1388185580	1388187806	2226.0
915	1388191810	1388197220	5410.0
916	1388200838	1388211595	10757.0
917	1388269029	1388271909	2880.0
918	1388275885	1388277496	1611.0
919	1388277533	1388277564	31.0
920	1388280520	1388296989	16469.0
921	1388296994	1388298571	1577.0
922	1388307508	1388347219	39711.0
923	1388361548	1388394746	33198.0
924	1388400425	1388401591	1166.0
925	1388401668	1388401980	312.0
926	1388402057	1388421205	19148.0
927	1388423479	1388423870	391.0
928	1388624869	1388631957	7088.0
929	1388645082	1388688907	43825.0
930	1388977938	1388982505	4567.0
931	1388986505	1389001749	15244.0
932	1389009845	1389074040	64195.0
933	1389079487	1389081003	1516.0
934	1389099538	1389100116	578.0
935	1389255121	1389255358	237.0
936	1389257331	1389262567	5236.0
937	1389269038	1389276449	7411.0
938	1389280675	1389293205	12530.0
939	1389293245	1389313712	20467.0
940	1389313908	1389316580	2672.0
941	1389323131	1389327248	4117.0
942	1389339759	1389355386	15627.0
943	1389362407	1389367124	4717.0
944	1389378289	1389391848	13559.0
945	1389401061	1389428351	27290.0
946	1395017138	1395018626	1488.0
947	1395034772	1395035756	984.0
948	1395035758	1395044638	8880.0
949	1395044640	1395044928	288.0
950	1395044930	1395045521	591.0
951	1395045523	1395047525	2002.0
952	1395058382	1395060608	2226.0
953	1395060610	1395061306	696.0
954	1395107959	1395112840	4881.0
955	1395116914	1395122373	5459.0
956	1395125887	1395130380	4493.0
957	1395191574	1395196592	5018.0
958	1395202459	1395211167	8708.0
959	1395211315	1395211602	287.0
960	1395211745	1395213101	1356.0
961	1395213466	1395214844	1378.0
962	1395218037	1395223074	5037.0
963	1395226030	1395234018	7988.0
964	1395239147	1395240012	865.0
965	1395316870	1395332758	15888.0
966	1395332763	1395332823	60.0
967	1395332829	1395332839	10.0
968	1395332845	1395332867	22.0
969	1395332872	1395332904	32.0
970	1395332909	1395332911	2.0
971	1395332919	1395332926	7.0
972	1395332931	1395333051	120.0
973	1395333056	1395333194	138.0
974	1395333200	1395333219	19.0
975	1395333227	1395333292	65.0
976	1395333298	1395335028	1730.0
977	1395351538	1395353273	1735.0
978	1395353278	1395353292	14.0
979	1395353344	1395353346	2.0
980	1395354272	1395357368	3096.0
981	1395357376	1395357384	8.0
982	1395357389	1395357394	5.0
983	1395357399	1395364158	6759.0
984	1395616108	1395625536	9428.0
985	1395625563	1395660923	35360.0
986	1395672734	1395672739	5.0
987	1395672741	1395672748	7.0
988	1395672750	1395675239	2489.0
989	1395675253	1395675260	7.0
990	1395675270	1395675327	57.0
991	1395704759	1395705497	738.0
992	1395705500	1395733025	27525.0
993	1395794813	1395805372	10559.0
994	1395814118	1395827714	13596.0
995	1395846579	1395846860	281.0
996	1395876049	1395876244	195.0
997	1395876247	1395876355	108.0
998	1395876357	1395876360	3.0
999	1395876362	1395879876	3514.0
1000	1395879878	1395884041	4163.0
1001	1395884418	1395916198	31780.0
1002	1395923442	1395936274	12832.0
1003	1395967434	1395984045	16611.0
1004	1395984050	1396018795	34745.0
1005	1396050039	1396080352	30313.0
1006	1396136515	1396138298	1783.0
1007	1396230766	1396239084	8318.0
1008	1396264273	1396268639	4366.0
1009	1396268823	1396277286	8463.0
1010	1396277288	1396278193	905.0
1011	1396278195	1396278392	197.0
1012	1396308203	1396308314	111.0
1013	1396308326	1396308327	1.0
1014	1396308331	1396308332	1.0
1015	1396308341	1396308354	13.0
1016	1396308362	1396308363	1.0
1017	1396308437	1396308646	209.0
1018	1396308651	1396313910	5259.0
1019	1396314863	1396347363	32500.0
1020	1396394101	1396394653	552.0
1021	1396394655	1396394965	310.0
1022	1396394967	1396397561	2594.0
1023	1396397563	1396400182	2619.0
1024	1396400186	1396400384	198.0
1025	1396400386	1396400427	41.0
1026	1396400429	1396400430	1.0
1027	1396400432	1396405306	4874.0
1028	1396405312	1396411864	6552.0
1029	1396412069	1396439849	27780.0
1030	1396445734	1396450371	4637.0
1031	1396453407	1396453507	100.0
1032	1396455750	1396463441	7691.0
1033	1396465334	1396468611	3277.0
1034	1396468616	1396493240	24624.0
1035	1396497422	1396520415	22993.0
1036	1396520629	1396522184	1555.0
1037	1396524953	1396531263	6310.0
1038	1396533966	1396547587	13621.0
1039	1396552298	1396579634	27336.0
1040	1396581517	1396623866	42349.0
1041	1396652834	1396660596	7762.0
1042	1396666732	1396667654	922.0
1043	1396667875	1396671774	3899.0
1044	1396672001	1396685744	13743.0
1045	1396689145	1396692682	3537.0
1046	1396739496	1396740528	1032.0
1047	1396740533	1396744822	4289.0
1048	1396757015	1396768570	11555.0
1049	1396784915	1396788364	3449.0
1050	1396809233	1396813495	4262.0
1051	1396817792	1396818043	251.0
1052	1396829475	1396829703	228.0
1053	1396830077	1396830227	150.0
1054	1396830802	1396830815	13.0
1055	1396832601	1396833474	873.0
1056	1396833585	1396858241	24656.0
1057	1396877059	1396877532	473.0
1058	1396911826	1396928261	16435.0
1059	1396933112	1396959130	26018.0
1060	1396959378	1396978154	18776.0
1061	1396983126	1396987625	4499.0
1062	1397001846	1397045866	44020.0
1063	1397050342	1397068240	17898.0
1064	1397070109	1397106380	36271.0
1065	1397108788	1397143405	34617.0
1066	1397148942	1397164872	15930.0
1067	1397181332	1397184187	2855.0
1068	1397184557	1397184598	41.0
1069	1397185147	1397185372	225.0
1070	1397196003	1397224000	27997.0
1071	1397232636	1397244454	11818.0
1072	1397247093	1397252216	5123.0
1073	1397252301	1397259366	7065.0
1074	1397259602	1397259623	21.0
1075	1397267320	1397268750	1430.0
1076	1397278513	1397282131	3618.0
1077	1397294946	1397305927	10981.0
1078	1397337886	1397338623	737.0
1079	1397345715	1397345985	270.0
1080	1397359602	1397370171	10569.0
1081	1397375152	1397391178	16026.0
1082	1397393551	1397396021	2470.0
1083	1397396188	1397401947	5759.0
1084	1397418961	1397424628	5667.0
1085	1397427152	1397455887	28735.0
1086	1397468964	1397470698	1734.0
1087	1397474266	1397487784	13518.0
1088	1397507668	1397523742	16074.0
1089	1397528639	1397531119	2480.0
1090	1397533305	1397537835	4530.0
1091	1397543013	1397588418	45405.0
1092	1397603752	1397645552	41800.0
1093	1397650134	1397661839	11705.0
1094	1397674274	1397676457	2183.0
1095	1397676869	1397685617	8748.0
1096	1397693411	1397714642	21231.0
1097	1397729478	1397754015	24537.0
1098	1397756141	1397756145	4.0
1099	1397756181	1397756432	251.0
1100	1397756435	1397757085	650.0
1101	1397757952	1397761468	3516.0
1102	1397768900	1397834410	65510.0
1103	1397841105	1397847089	5984.0
1104	1397856616	1397866954	10338.0
1105	1397874381	1397911845	37464.0
1106	1397972453	1397975961	3508.0
1107	1398047555	1398073186	25631.0
1108	1398114347	1398117816	3469.0
1109	1398118165	1398142682	24517.0
1110	1398142820	1398163152	20332.0
1111	1398166339	1398182520	16181.0
1112	1398198913	1398214366	15453.0
1113	1398214594	1398216317	1723.0
1114	1398223692	1398242928	19236.0
1115	1398254819	1398257622	2803.0
1116	1398257709	1398258233	524.0
1117	1398258260	1398258281	21.0
1118	1398258290	1398260498	2208.0
1119	1398294558	1398295945	1387.0
1120	1398304824	1398340931	36107.0
1121	1398345390	1398351588	6198.0
1122	1398364650	1398366836	2186.0
1123	1398371810	1398372580	770.0
1124	1398387369	1398397809	10440.0
1125	1398402919	1398407075	4156.0
1126	1398407519	1398430984	23465.0
1127	1398435699	1398453245	17546.0
1128	1398453618	1398453861	243.0
1129	1398457566	1398460802	3236.0
1130	1398463110	1398472837	9727.0
1131	1398475678	1398485079	9401.0
1132	1398486924	1398488674	1750.0
1133	1398490220	1398520939	30719.0
1134	1398552572	1398552641	69.0
1135	1398556355	1398573311	16956.0
1136	1398577263	1398604804	27541.0
1137	1398610012	1398612618	2606.0
1138	1398626809	1398629438	2629.0
1139	1398633354	1398643813	10459.0
1140	1398646270	1398661166	14896.0
1141	1398666649	1398670404	3755.0
1142	1398682603	1398700861	18258.0
1143	1398712423	1398712574	151.0
1144	1398713505	1398721794	8289.0
1145	1398727506	1398732869	5363.0
1146	1398737027	1398740964	3937.0
1147	1398745406	1398832932	87526.0
1148	1398833085	1398834427	1342.0
1149	1398834589	1398834665	76.0
1150	1398834751	1398834859	108.0
1151	1398834911	1398835259	348.0
1152	1398835791	1398870455	34664.0
1153	1398871428	1398889990	18562.0
1154	1398892685	1398897662	4977.0
1155	1398897828	1398899769	1941.0
1156	1398915048	1398917823	2775.0
1157	1398923864	1398947053	23189.0
1158	1398951090	1398955473	4383.0
1159	1398961184	1398962849	1665.0
1160	1398969721	1398970583	862.0
1161	1398983821	1398987262	3441.0
1162	1398990824	1399030497	39673.0
1163	1399036265	1399037482	1217.0
1164	1399057100	1399060837	3737.0
1165	1399083266	1399088079	4813.0
1166	1399088346	1399088896	550.0
1167	1399089153	1399090630	1477.0
1168	1399090893	1399091270	377.0
1169	1399091498	1399091892	394.0
1170	1399092150	1399092208	58.0
1171	1399093274	1399094423	1149.0
1172	1399097738	1399117225	19487.0
1173	1399156870	1399160711	3841.0
1174	1399180368	1399193164	12796.0
1175	1399208406	1399217425	9019.0
1176	1399258820	1399266062	7242.0
1177	1399269912	1399270553	641.0
1178	1399270563	1399270758	195.0
1179	1399270767	1399272676	1909.0
1180	1399272686	1399272728	42.0
1181	1399273100	1399279528	6428.0
1182	1399284312	1399285622	1310.0
1183	1399342356	1399343592	1236.0
1184	1399343602	1399345460	1858.0
1185	1399360065	1399360398	333.0
1186	1399415095	1399417109	2014.0
1187	1399417118	1399417299	181.0
1188	1399421949	1399425273	3324.0
1189	1399432444	1399456233	23789.0
1190	1399479268	1399491072	11804.0
1191	1399493022	1399517226	24204.0
1192	1399524461	1399544001	19540.0
1193	1399548936	1399549395	459.0
1194	1399559205	1399569815	10610.0
1195	1399582397	1399583599	1202.0
1196	1399592343	1399641686	49343.0
1197	1399644306	1399649876	5570.0
1198	1399654954	1399671253	16299.0
1199	1399671689	1399680226	8537.0
1200	1399715855	1399730790	14935.0
1201	1399752736	1399753270	534.0
1202	1399753427	1399753765	338.0
1203	1399766448	1399773114	6666.0
1204	1399773314	1399777986	4672.0
1205	1399778521	1399782002	3481.0
1206	1399786159	1399796541	10382.0
1207	1399796546	1399817170	20624.0
1208	1399835263	1399842622	7359.0
1209	1399845824	1399910430	64606.0
1210	1399993587	1399996825	3238.0
1211	1400025328	1400026600	1272.0
1212	1400038749	1400047142	8393.0
1213	1400047762	1400055965	8203.0
1214	1400061499	1400078456	16957.0
1215	1400102152	1400109694	7542.0
1216	1400118343	1400121461	3118.0
1217	1400197402	1400198069	667.0
1218	1400198197	1400198725	528.0
1219	1400199474	1400201886	2412.0
1220	1400205912	1400207839	1927.0
1221	1400213603	1400214924	1321.0
1222	1400215678	1400219471	3793.0
1223	1400222996	1400226060	3064.0
1224	1400228825	1400246431	17606.0
1225	1400249386	1400250011	625.0
1226	1400250014	1400252337	2323.0
1227	1400253640	1400256031	2391.0
1228	1400275178	1400285528	10350.0
1229	1400286106	1400293915	7809.0
1230	1400310590	1400335219	24629.0
1231	1400371756	1400377132	5376.0
1232	1400382049	1400399406	17357.0
1233	1400403323	1400408671	5348.0
1234	1400412161	1400422842	10681.0
1235	1400428963	1400429782	819.0
1236	1400433619	1400434773	1154.0
1237	1400435140	1400438278	3138.0
1238	1400443847	1400451577	7730.0
1239	1400452388	1400490750	38362.0
1240	1400505689	1400513417	7728.0
1241	1400527406	1400531484	4078.0
1242	1400531518	1400535107	3589.0
1243	1400563826	1400564139	313.0
1244	1400564848	1400584439	19591.0
1245	1400590847	1400598046	7199.0
1246	1400598133	1400599908	1775.0
1247	1400600478	1400601616	1138.0
1248	1400612793	1400623903	11110.0
1249	1400628049	1400631735	3686.0
1250	1400636847	1400673480	36633.0
1251	1400673553	1400673752	199.0
1252	1400673830	1400673944	114.0
1253	1400674022	1400697939	23917.0
1254	1400699867	1400712031	12164.0
1255	1400730027	1400768046	38019.0
1256	1400782951	1400785575	2624.0
1257	1400789110	1400792381	3271.0
1258	1400806212	1400924053	117841.0
1259	1400930177	1400936459	6282.0
1260	1400983835	1400983876	41.0
1261	1400984528	1400984547	19.0
1262	1400984583	1400989922	5339.0
1263	1401008141	1401020704	12563.0
1264	1401027958	1401029286	1328.0
1265	1401047641	1401049818	2177.0
1266	1401053659	1401061237	7578.0
1267	1401066888	1401086324	19436.0
1268	1401095763	1401096030	267.0
1269	1401096769	1401118219	21450.0
1270	1401151533	1401171849	20316.0
1271	1401172062	1401207582	35520.0
1272	1401222963	1401233525	10562.0
1273	1401233781	1401241798	8017.0
1274	1401247475	1401283701	36226.0
1275	1401287024	1401290191	3167.0
1276	1401290709	1401301599	10890.0
1277	1401317859	1401351275	33416.0
1278	1401355514	1401355646	132.0
1279	1401357910	1401401954	44044.0
1280	1401409698	1401411779	2081.0
1281	1401415424	1401432992	17568.0
1282	1401439698	1401463667	23969.0
1283	1401505767	1401508131	2364.0
1284	1401513594	1401544437	30843.0
1285	1401696286	1401704482	8196.0
1286	1402046551	1402069832	23281.0
1287	1402080387	1402083469	3082.0
1288	1402085981	1402086248	267.0
1289	1402088592	1402095664	7072.0
1290	1402095667	1402146090	50423.0
1291	1402200167	1402226057	25890.0
1292	1402231542	1402263286	31744.0
1293	1402270105	1402279670	9565.0
1294	1402280002	1402309949	29947.0
1295	1402310584	1402327824	17240.0
1296	1402342380	1402343310	930.0
1297	1402348089	1402351373	3284.0
1298	1402351626	1402357630	6004.0
1299	1402357665	1402377203	19538.0
1300	1402396067	1402400133	4066.0
1301	1402402667	1402420099	17432.0
1302	1402428419	1402428538	119.0
1303	1402428544	1402434455	5911.0
1304	1402436028	1402491418	55390.0
1305	1402498173	1402505802	7629.0
1306	1402511378	1402511420	42.0
1307	1402513239	1402515107	1868.0
1308	1402538217	1402538494	277.0
1309	1402539132	1402550684	11552.0
1310	1402553138	1402564740	11602.0
1311	1402571386	1402585424	14038.0
1312	1402592857	1402615379	22522.0
1313	1402616608	1402623446	6838.0
1314	1402630742	1402637319	6577.0
1315	1402641940	1402652335	10395.0
1316	1402659957	1402673465	13508.0
1317	1402686754	1402715357	28603.0
1318	1402722547	1402724065	1518.0
1319	1402728067	1402754431	26364.0
1320	1402797257	1402840055	42798.0
1321	1402859359	1402859362	3.0
1322	1402859369	1402859405	36.0
1323	1402860176	1402900734	40558.0
1324	1402907224	1402930834	23610.0
1325	1402945563	1402948957	3394.0
1326	1402949094	1402953573	4479.0
1327	1402959076	1402993014	33938.0
1328	1402997522	1403008880	11358.0
1329	1403020242	1403023054	2812.0
1330	1403027575	1403036785	9210.0
1331	1403039408	1403039447	39.0
1332	1403039837	1403054257	14420.0
1333	1403057778	1403061749	3971.0
1334	1403068780	1403068846	66.0
1335	1403075218	1403116216	40998.0
1336	1403118009	1403127385	9376.0
1337	1403135796	1403136470	674.0
1338	1403140125	1403146845	6720.0
1339	1403160828	1403175774	14946.0
1340	1403188661	1403198801	10140.0
1341	1403206231	1403218380	12149.0
1342	1403218496	1403218506	10.0
1343	1403218634	1403218681	47.0
1344	1403219603	1403226759	7156.0
1345	1403249920	1403253187	3267.0
1346	1403258503	1403266727	8224.0
1347	1403267529	1403278218	10689.0
1348	1403298287	1403305465	7178.0
1349	1403305876	1403307760	1884.0
1350	1403309845	1403355618	45773.0
1351	1403388029	1403389344	1315.0
1352	1403389354	1403401826	12472.0
1353	1403413243	1403428739	15496.0
1354	1403452039	1403453072	1033.0
1355	1403457300	1403464438	7138.0
1356	1403466347	1403467838	1491.0
1357	1403467851	1403472533	4682.0
1358	1403472715	1403474680	1965.0
1359	1403482940	1403487135	4195.0
1360	1403494130	1403498546	4416.0
1361	1403504012	1403509515	5503.0
1362	1403516745	1403535492	18747.0
1363	1403556520	1403559961	3441.0
1364	1403564694	1403588743	24049.0
1365	1403625707	1403628988	3281.0
1366	1403635399	1403647334	11935.0
1367	1403647395	1403665578	18183.0
1368	1403669687	1403674527	4840.0
1369	1403677775	1403680907	3132.0
1370	1403690188	1403696847	6659.0
1371	1403697272	1403710680	13408.0
1372	1403711185	1403715365	4180.0
1373	1403719267	1403730384	11117.0
1374	1403732091	1403740665	8574.0
1375	1403754093	1403756172	2079.0
1376	1403759643	1403762449	2806.0
1377	1403766089	1403790360	24271.0
1378	1403790714	1403820930	30216.0
1379	1403824569	1403825979	1410.0
1380	1403830696	1403857622	26926.0
1381	1403866638	1403883139	16501.0
1382	1403900253	1403907720	7467.0
1383	1403907950	1403907966	16.0
1384	1404006662	1404010435	3773.0
1385	1404031488	1404032179	691.0
1386	1404034391	1404034790	399.0
1387	1404036974	1404037277	303.0
1388	1404107808	1404108890	1082.0
1389	1404108962	1404110533	1571.0
1390	1404110584	1404124781	14197.0
1391	1404124782	1404128290	3508.0
1392	1404128292	1404128300	8.0
1393	1404128302	1404129759	1457.0
1394	1404129765	1404129790	25.0
1395	1404129791	1404129793	2.0
1396	1404129795	1404129819	24.0
1397	1404129821	1404129847	26.0
1398	1404129849	1404129864	15.0
1399	1404129866	1404129870	4.0
1400	1404129872	1404129887	15.0
1401	1404129889	1404129919	30.0
1402	1404129921	1404129928	7.0
1403	1404129929	1404129958	29.0
1404	1404129960	1404130002	42.0
1405	1404130017	1404130031	14.0
1406	1404130033	1404130079	46.0
1407	1404130081	1404130173	92.0
1408	1404130174	1404130215	41.0
1409	1404130216	1404130238	22.0
1410	1404130240	1404130288	48.0
1411	1404130289	1404130300	11.0
1412	1404130312	1404130495	183.0
1413	1404130497	1404130669	172.0
1414	1404130671	1404130673	2.0
1415	1404130675	1404131259	584.0
1416	1404131458	1404131711	253.0
1417	1404131712	1404131789	77.0
1418	1404131801	1404131811	10.0
1419	1404131813	1404131863	50.0
1420	1404131864	1404131903	39.0
1421	1404131904	1404132584	680.0
1422	1404132586	1404133039	453.0
1423	1404133044	1404133072	28.0
1424	1404133073	1404134569	1496.0
1425	1404170925	1404177594	6669.0
1426	1404177606	1404178652	1046.0
1427	1404178653	1404180790	2137.0
1428	1404180791	1404180825	34.0
1429	1404186993	1404188010	1017.0
1430	1404188011	1404188022	11.0
1431	1404188024	1404188045	21.0
1432	1404188078	1404196636	8558.0
1433	1404206446	1404211760	5314.0
1434	1404217292	1404230475	13183.0
1435	1404250238	1404251999	1761.0
1436	1404252346	1404263215	10869.0
1437	1404304565	1404308827	4262.0
1438	1404309333	1404314460	5127.0
1439	1404317369	1404318131	762.0
1440	1404318562	1404320873	2311.0
1441	1404331907	1404334892	2985.0
1442	1404337304	1404342073	4769.0
1443	1404354750	1404359854	5104.0
1444	1404360231	1404369748	9517.0
1445	1404375888	1404376967	1079.0
1446	1404377250	1404380389	3139.0
1447	1404380681	1404386573	5892.0
1448	1404386835	1404390297	3462.0
1449	1404399530	1404403295	3765.0
1450	1404403649	1404416080	12431.0
1451	1404425343	1404430955	5612.0
1452	1404431264	1404434307	3043.0
1453	1404434874	1404436101	1227.0
1454	1404436590	1404445310	8720.0
1455	1404452438	1404464331	11893.0
1456	1404464665	1404468289	3624.0
1457	1404471970	1404471976	6.0
1458	1404472974	1404472986	12.0
1459	1404473634	1404477292	3658.0
1460	1404477429	1404481089	3660.0
1461	1404481226	1404486682	5456.0
1462	1404498817	1404501166	2349.0
1463	1404504092	1404504224	132.0
1464	1404504546	1404505177	631.0
1465	1404507624	1404524784	17160.0
1466	1404529079	1404539585	10506.0
1467	1404597061	1404606569	9508.0
1468	1404607209	1404607489	280.0
1469	1404609345	1404609631	286.0
1470	1404615644	1404617841	2197.0
1471	1404623235	1404623809	574.0
1472	1404637241	1404666767	29526.0
1473	1404672170	1404694252	22082.0
1474	1404710493	1404716202	5709.0
1475	1404716439	1404745845	29406.0
1476	1404763648	1404765030	1382.0
1477	1404778432	1404779601	1169.0
1478	1404783648	1404793977	10329.0
1479	1404800640	1404801552	912.0
1480	1404804505	1404807911	3406.0
1481	1404819196	1404831611	12415.0
1482	1404835615	1404836717	1102.0
1483	1404837163	1404837229	66.0
1484	1404837302	1404837900	598.0
